Title	Issue #	Month	Year	Publisher	Genre	Format	Condition	# of Copies	Value	Notes 1	Notes 2	GCD URL	CV URL
Cinder and Ashe	2			DC		Standard comic		1	$3				
Cinder and Ashe	3			DC		Standard comic		1	$3				
Cinder and Ashe	4			DC		Standard comic		1	$3				
Cinderella				Whitman		Standard comic	9.2 Near Mint �	1	$7			http://my.comics.org/issue/36303/	
Cisco Kid	4			Dell		Standard comic	2.0 Good	1	$10			http://my.comics.org/issue/8987/	
Cisco Kid	5			Dell		Standard comic	2.0 Good	1	$10			http://my.comics.org/issue/9146/	
Classics Illustrated	3		1956	Gilberton		Standard comic	6.0 Fine	1	$0		HRN ?	https://my.comics.org/issue/534365/?	
Classics Illustrated	6			Gilberton		Standard comic	1.0 Fair	1	$0			https://my.comics.org/issue/535322/	
Classics Illustrated	15	Nov.	1943	Gilberton		Standard comic	0.5 Poor	1	$0		no cover	https://my.comics.org/issue/535343/	
Classics Illustrated	19			Gilberton		Standard comic	2.0 Good	1	$5		HRN 131		
Classics Illustrated	24			Gilberton		Standard comic	2.0 Good	1	$4		HRN 164		
Classics Illustrated	26			Gilberton		Standard comic	2.0 Good	1	$2		HRN 165		
Classics Illustrated	27			Gilberton		Standard comic	2.0 Good	1	$2		HRN 167		
Classics Illustrated	29			Gilberton		Standard comic	1.0 Fair	1	$0				
Classics Illustrated	31			Gilberton		Standard comic	2.0 Good	1	$2		HRN 166		
Classics Illustrated	54			Gilberton		Standard comic	1.0 Fair	1	$5				
Classics Illustrated	62			Gilberton		Standard comic	2.0 Good	1	$2				
Classics Illustrated	63			Gilberton		Standard comic	2.0 Good	1	$5				
Classics Illustrated	64			Gilberton		Standard comic	0.5 Poor	1	$0		no cover	https://my.comics.org/issue/515178/	
Classics Illustrated	93			Gilberton		Standard comic	2.0 Good	1	$2		HRN 165		
Classics Illustrated	97			Gilberton		Standard comic	3.0 Good/Very Good	1	$0		HRN 121		
Classics Illustrated	104			Gilberton		Standard comic	2.0 Good	1	$2		HRN 150		
Classics Illustrated	105			Gilberton		Standard comic	4.5 Very Good +	1	$6		HRN 167		
Classics Illustrated	124			Gilberton		Standard comic	3.0 Good/Very Good	1	$4		HRN 156		
Classics Illustrated	128			Gilberton		Standard comic	2.0 Good	1	$2		HRN 158		
Classics Illustrated	137			Gilberton		Standard comic	7.0 Fine/Very Fine	1	$0		HRN 136		
Classics Illustrated	144			Gilberton		Standard comic	2.0 Good	1	$2	Williamson/Woodbridge/Torres a	British edition, # is 52		
Classics Illustrated	147			Gilberton		Standard comic	2.0 Good	1	$2		HRN 167	http://my.comics.org/issue/515338/	
Classics Illustrated	148			Gilberton		Standard comic	2.0 Good	1	$2			http://my.comics.org/issue/515340/	
Classics Illustrated Junior	551			Gilberton		Standard comic	2.0 Good	1	$2				
Classics Illustrated Junior	553			Gilberton		Standard comic	2.0 Good	1	$2				
Classics Illustrated Junior	558			Gilberton		Standard comic	2.0 Good	1	$7	LB Cole c.			
Claw	10			DC	Fantasy	Standard comic	8.5 Very Fine +	1	$4				
Claw	11			DC	Fantasy	Standard comic	8.5 Very Fine +	1	$4				
Combat	5			Dell	War	Standard comic	2.0 Good	1	$4			http://my.comics.org/issue/17037/	
Combat Casey	33			Marvel		Standard comic	2.0 Good	1	$9			http://my.comics.org/issue/202690/	
Combat Kelly	1			Marvel		Standard comic	2.0 Good	1	$3			http://my.comics.org/issue/25189/	
Comet	1			Archie		Standard comic		1	$6				
Comet	2			Archie		Standard comic		1	$4				
Comic Album	1			Dell		Standard comic	1.0 Fair	1	$4			http://my.comics.org/issue/14260/	
Comic Album	6			Dell		Standard comic	2.0 Good	1	$4				
Comico Christmas Special	1			Comico		Standard comic		1	$4	Stevens c, Williamson a		http://my.comics.org/issue/45308/	
Comics Reading Libraries	R-08			King		Standard comic	8.0 Very Fine	3	$66		Prince Valiant, Flash Gordon	https://my.comics.org/issue/246542/	
Comics Reading Libraries	R-06			King		Standard comic	8.0 Very Fine	1	$9			https://my.comics.org/issue/27014/	
Comics Reading Libraries	R-05			King		Standard comic	6.0 Fine	1	$6		Quincy, Henry	https://my.comics.org/issue/246540/	
Comics Reading Libraries	R-04			King		Standard comic	8.0 Very Fine	1	$16		Tim Tyler's Luck	https://my.comics.org/issue/246539/	
Comics Reading Libraries	R-03		1973	King	Promotional (free)	Standard comic		1	$0		Blondie	https://my.comics.org/issue/246538/	
Complete Cheech Wizard	1			Rip Off Press	Underground	Standard comic	8.0 Very Fine	1	$0				
Concrete	1		1987	Dark Horse		Standard comic		1	$6			https://my.comics.org/issue/42682/?issue_detail=	
Concrete	2		1987	Dark Horse		Standard comic		1	$6			http://my.comics.org/issue/42806/	
Concrete	3		1987	Dark Horse		Standard comic		1	$5		Origin	http://my.comics.org/issue/43168/	
Concrete	4		1987	Dark Horse		Standard comic		1	$4			http://my.comics.org/issue/43410/	
Concrete	5		1987	Dark Horse		Standard comic		1	$4			http://my.comics.org/issue/43533/	
Concrete	6		1988	Dark Horse		Standard comic		1	$4			http://my.comics.org/issue/44029/	
Concrete	7		1988	Dark Horse		Standard comic		1	$4			http://my.comics.org/issue/44275/	
Concrete	8		1988	Dark Horse		Standard comic		1	$4			http://my.comics.org/issue/44517/	
Concrete	9		1988	Dark Horse		Standard comic		1	$4			http://my.comics.org/issue/44901/	
Concrete Earth Day	1			Dark Horse		Standard comic		1	$6				
Concrete Eclectica	1			Dark Horse		Standard comic		1	$3				
Concrete Special	1			Dark Horse		Standard comic		1	$6				
Concrete: A New Life	1			Dark Horse		Standard comic		1	$3				
Concrete: Killer Smile	1		1994	Dark Horse		Standard comic		1	$3			http://my.comics.org/issue/55314/	
Concrete: Killer Smile	2	Aug.	1994	Dark Horse		Standard comic	9.4 Near Mint	2	$6			https://my.comics.org/issue/55463/	
Concrete: Killer Smile	3		1994	Dark Horse		Standard comic		1	$0			http://my.comics.org/issue/55783/	
Concrete: Killer Smile	4			Dark Horse		Standard comic		1	$3			http://my.comics.org/issue/55783/	
Concrete: Strange Armor	1			Dark Horse		Standard comic		1	$3			http://my.comics.org/issue/61055/	
Concrete: The Human Dilemma	5			Dark Horse		Standard comic		1	$0				
Concrete: The Human Dilemma	6			Dark Horse		Standard comic		1	$0				
Conrad Thrillogy	1			Pacific		Standard comic	9.2 Near Mint �	1	$2		Arbitrary value assigned (not in price guide)		
Cosmic Book	1			Ace		Standard comic		1	$3	Wood, Toth a			
Cover-Up Lowdown	1		1977	Rip Off Press	Underground	Standard comic	8.5 Very Fine +	1	$0			http://my.comics.org/issue/760747/	
Cracked	135			Major Publications		Standard comic	4.0 Very Good	1	$4			http://my.comics.org/issue/250496/	
Cracked	153			Major Publications		Standard comic	6.0 Fine	1	$6			http://my.comics.org/issue/250514/	
Cracked	154		1978	Major Publications		Standard comic	5.0 Very Good/Fine	1	$5			http://my.comics.org/issue/250515/	
Cracked	155		1978	Major Publications		Standard comic	5.0 Very Good/Fine	1	$5		no bonus	http://my.comics.org/issue/250516/	
Cracked	211	October	1978	Major Publications		Standard comic	8.0 Very Fine	1	$4			http://my.comics.org/issue/250572/	
Cracked	224	October	1978	Major Publications		Standard comic	8.5 Very Fine +	1	$4			http://my.comics.org/issue/250572/	
Cracked Collector's Edition	22			Major Publications		Standard comic	4.5 Very Good +	4	$20		Included here are 3 copies of other issues, don't know #s	http://my.comics.org/issue/329239/	
Crazy	94			Marvel	Satire	Magazine	8.0 Very Fine	1	$10				
Crazy!	1		1973	Marvel		Standard comic	4.0 Very Good	1	$6			http://my.comics.org/issue/97508/	
Crazy!	3			Marvel		Standard comic	4.0 Very Good	1	$4			http://my.comics.org/issue/97510/	
Creatures on the Loose	16			Marvel		Standard comic	5.0 Very Good/Fine	1	$5			http://my.comics.org/issue/24946/	
Creatures on the Loose	17			Marvel		Standard comic	6.0 Fine	1	$6			http://my.comics.org/issue/25103/	
Creatures on the Loose	20			Marvel		Standard comic	6.0 Fine	1	$6			http://my.comics.org/issue/25629/	
Creatures on the Loose	21			Marvel		Standard comic	8.0 Very Fine	1	$14	Steranko c		http://my.comics.org/issue/25829/	
Creatures on the Loose	22			Marvel		Standard comic	8.0 Very Fine	1	$16	Steranko c		http://my.comics.org/issue/26024/	
Creepy	28		1969	Warren		Standard comic	6.0 Fine	1	$12		coupon removed from inside, otherwise VF	http://my.comics.org/issue/22916/	
Creepy	45			Warren		Standard comic	1.0 Fair	1	$2		no back cover		
Creepy	77			Warren		Standard comic	4.0 Very Good	1	$6			http://my.comics.org/issue/29575/	
Creepy	113			Warren		Standard comic	2.0 Good	1	$3			http://my.comics.org/issue/204470/	
Creepy 1969 Yearbook				Warren		Standard comic	0.5 Poor	1	$0		no cover		
Crime Does Not Pay	114			Lev Gleason	Crime	Standard comic	0.5 Poor	1	$0	Frazetta a 1 pg	no cover	http://my.comics.org/issue/9933/	
Crisis on Infinite Earths	1			DC		Standard comic	9.2 Near Mint �	1	$16				
Critters	4			Fantagraphics	Funny Animal	Standard comic		1	$6				
Critters	5			Fantagraphics	Funny Animal	Standard comic		1	$6				
Critters	6			Fantagraphics	Funny Animal	Standard comic		1	$7				
Critters	7			Fantagraphics	Funny Animal	Standard comic		1	$7				
Critters	8			Fantagraphics	Funny Animal	Standard comic		1	$6				
Critters	9			Fantagraphics	Funny Animal	Standard comic		1	$6				
Critters	11			Fantagraphics	Funny Animal	Standard comic		1	$3				
Critters	20			Fantagraphics	Funny Animal	Standard comic		1	$3				
Critters	23			Fantagraphics	Funny Animal	Standard comic		1	$5		5 with disc		
Critters	26			Fantagraphics	Funny Animal	Standard comic		1	$3				
Critters	29			Fantagraphics	Funny Animal	Standard comic		1	$3				
Crossfire	1			Eclipse		Standard comic	9.4 Near Mint	1	$3			http://my.comics.org/issue/38650/	
Crossfire	2			Eclipse		Standard comic	9.4 Near Mint	1	$3			https://my.comics.org/issue/38756/	
Crossfire	3			Eclipse		Standard comic	9.4 Near Mint	1	$3			https://my.comics.org/issue/38868/	
Crossfire	4			Eclipse		Standard comic	9.4 Near Mint	1	$3			https://my.comics.org/issue/38972/	
Crossfire	5			Eclipse		Standard comic	9.4 Near Mint	1	$3			https://my.comics.org/issue/39081/	
Crossfire	7			Eclipse		Standard comic	9.4 Near Mint	1	$3			https://my.comics.org/issue/39389/	
Crossfire	9			Eclipse		Standard comic	9.4 Near Mint	1	$3			https://my.comics.org/issue/39775/	
Crossfire	11					Standard comic		1	$0				
Crossfire	12			Eclipse		Standard comic	9.4 Near Mint	1	$4			https://my.comics.org/issue/40087/	
Crossfire	14			Eclipse		Standard comic	9.4 Near Mint	1	$3			https://my.comics.org/issue/40303/	
Crossfire	16			Eclipse		Standard comic	9.4 Near Mint	1	$3			https://my.comics.org/issue/40970/	
Crusaders	5			Other	Religious	Standard comic	4.5 Very Good +	1	$5				
Crusaders	6			Other	Religious	Standard comic	8.5 Very Fine +	1	$13				
Cud Comics	1			Dark Horse		Standard comic	9.0 Very Fine/Near Mint	1	$0			https://www.comics.org/issue/66086/	
Cud Comics	2			Dark Horse		Standard comic	9.0 Very Fine/Near Mint	1	$0			https://www.comics.org/issue/66088/	
Cud Comics	3			Dark Horse		Standard comic	9.0 Very Fine/Near Mint	1	$0			https://www.comics.org/issue/66088/	https://comicvine.gamespot.com/cud-comics-3/4000-135098/
Cud Comics	4			Dark Horse		Standard comic	9.0 Very Fine/Near Mint	1	$0			https://www.comics.org/issue/66089/	
Cud Comics	5			Dark Horse		Standard comic	8.0 Very Fine	2	$6			https://www.comics.org/issue/66090/	
Cud Comics	6			Dark Horse		Standard comic		1	$3			https://www.comics.org/issue/240172/	
Cud Comics	7			Dark Horse		Standard comic	9.0 Very Fine/Near Mint	1	$0			https://www.comics.org/issue/240173/	
Cud Comics	8			Dark Horse		Standard comic	9.0 Very Fine/Near Mint	1	$0			https://www.comics.org/issue/240174/	
Daffy	5			Dell		Standard comic	2.0 Good	1	$5			http://my.comics.org/issue/100818/	
Daffy	7			Dell		Standard comic	2.0 Good	1	$5				
Daffy Duck	35			Gold Key		Standard comic	4.0 Very Good	1	$6			http://my.comics.org/issue/100853/	
Daffy Duck	37			Gold Key		Standard comic	6.0 Fine	1	$9			http://my.comics.org/issue/100855/	
Daffy Duck	38			Gold Key		Standard comic	2.0 Good	1	$3			http://my.comics.org/issue/100855/	
Daffy Duck	60			Gold Key		Standard comic	6.0 Fine	1	$9			http://my.comics.org/issue/100878/	
Daffy Duck	69			Gold Key		Standard comic	4.0 Very Good	1	$4			http://my.comics.org/issue/100887/	
Daffy Duck	120			Gold Key		Standard comic	8.0 Very Fine	1	$5				
Daffy Duck	137			Gold Key		Standard comic	8.5 Very Fine +	1	$7				
Daffy Duck	140			Gold Key		Standard comic	8.5 Very Fine +	1	$7				
Dagar	13			Gold Key		Standard comic	2.0 Good	1	$3			http://my.comics.org/issue/943791/	
Daisy and Donald	1			Gold Key		Standard comic	2.0 Good	1	$3				
Daisy and Donald	2		1973	Gold Key		Standard comic	4.5 Very Good +	1	$5			http://my.comics.org/issue/26570/	
Daisy and Donald	3			Gold Key		Standard comic	2.0 Good	1	$2				
Daisy and Donald	4			Gold Key		Standard comic	8.0 Very Fine	1	$11				
Daisy and Donald	5			Gold Key		Standard comic	4.0 Very Good	1	$4				
Daisy and Donald	11			Gold Key		Standard comic	1.0 Fair	1	$1		Andrade bros classic	http://my.comics.org/issue/28828/	
Daisy and Donald	13			Gold Key		Standard comic	1.0 Fair	1	$1			https://my.comics.org/issue/29257/?issue_detail=	
Daisy and Donald	18			Gold Key		Standard comic	2.0 Good	1	$1			https://my.comics.org/issue/30147/?issue_detail=	
Daisy and Donald	19			Gold Key		Standard comic	2.0 Good	1	$1			http://my.comics.org/issue/28828/	
Daisy and Donald	20			Gold Key		Standard comic	3.0 Good/Very Good	1	$5			http://my.comics.org/issue/30455/	
Daisy and Donald	23			Gold Key		Standard comic	2.0 Good	1	$1			https://my.comics.org/issue/31072/?issue_detail=	
Daisy and Donald	25			Gold Key		Standard comic	2.0 Good	1	$1			https://my.comics.org/issue/31365/	
Daisy and Donald	39			Gold Key		Standard comic	8.0 Very Fine	1	$5			https://my.comics.org/issue/33635/?issue_detail=	
Daisy and Donald	40			Gold Key		Standard comic	2.0 Good	1	$1			http://my.comics.org/issue/28828/	
Daisy and Donald	43			Gold Key		Standard comic	8.5 Very Fine +	1	$9			http://my.comics.org/issue/28828/	
Daisy and Donald	50			Gold Key		Standard comic	8.5 Very Fine +	1	$11			http://my.comics.org/issue/28828/	
Daisy and Donald	52			Gold Key		Standard comic	6.0 Fine	1	$6				
Daisy and Donald	53			Gold Key		Standard comic	6.0 Fine	1	$6				
Daisy and Donald	54			Gold Key		Standard comic	2.0 Good	1	$6				
Daisy and Donald	59			Gold Key		Standard comic	9.2 Near Mint �	1	$24			http://my.comics.org/issue/28828/	
Daisy Duck's Diary	1055		1960	Dell		Standard comic	3.0 Good/Very Good	2	$28	Barks a	2nd copy is missing some pages	https://www.comics.org/issue/15321/	
Dalgoda	1			FantaCo		Standard comic		1	$4			http://my.comics.org/issue/38977/	
Dalgoda	2			Fantagraphics		Standard comic		1	$3			http://my.comics.org/issue/39177/	
Dalgoda	3			Fantagraphics		Standard comic		1	$3			http://my.comics.org/issue/39676/	
Daniel Boone	7			Gold Key		Standard comic	4.0 Very Good	1	$7			http://my.comics.org/issue/205098/	
Daniel Boone	8			Gold Key		Standard comic	4.5 Very Good +	1	$8			http://my.comics.org/issue/205099/	
Darby o'Gill and the Little People	1024			Gold Key		Standard comic	4.0 Very Good	1	$18	Toth a		http://my.comics.org/issue/23226/	
Daredevil	2	June	1964	Marvel	Superhero	Standard comic	2.0 Good	1	$64			http://my.comics.org/issue/18445/	
Daredevil	17			Marvel		Standard comic	0.5 Poor	1	$8			http://my.comics.org/issue/20125/	
Daredevil	19		1966	Marvel		Standard comic	2.0 Good	1	$9			http://my.comics.org/issue/20263/	
Daredevil	23		1966	Marvel		Standard comic	1.0 Fair	1	$3			http://my.comics.org/issue/20597/	
Daredevil	43			Marvel		Standard comic	2.0 Good	1	$7			http://my.comics.org/issue/22089/	
Daredevil	44			Marvel		Standard comic	6.0 Fine	1	$15			http://my.comics.org/issue/22169/	
Daredevil	45		1968	Marvel		Standard comic	3.0 Good/Very Good	1	$7			http://my.comics.org/issue/22244/	
Daredevil	46			Marvel		Standard comic	4.5 Very Good +	1	$11			http://my.comics.org/issue/22327/	
Daredevil	66			Lev Gleason		Standard comic	3.0 Good/Very Good	1	$25				
Daredevil	164			Marvel	Superhero	Standard comic	2.0 Good	1	$3		origin retold	http://my.comics.org/issue/34372/	
Daredevil	181			Marvel		Standard comic	9.0 Very Fine/Near Mint	1	$37			http://my.comics.org/issue/36271/	
Daredevil	182	April	1982	Marvel		Standard comic	8.5 Very Fine +	1	$15			http://my.comics.org/issue/36357/	
Daredevil	183			Marvel		Standard comic	9.0 Very Fine/Near Mint	1	$19			http://my.comics.org/issue/36433/	
Daredevil Chronicles	1		1982	FantaCo	not a comic	Standard comic		1	$2		Arbitrary value assigned (not in price guide)		
Daring New Adventures of Supergirl	1			DC		Standard comic	9.2 Near Mint �	1	$8			http://my.comics.org/issue/36800/	
Dark Horse Presents	1			Dark Horse		Standard comic	9.2 Near Mint �	1	$14		signed by Chris Warner?		
Dark Horse Presents	1		2011	Dark Horse		Standard comic	9.4 Near Mint	1	$0			https://www.comics.org/issue/40933/	
Dark Horse Presents	3			Dark Horse		Standard comic	9.0 Very Fine/Near Mint	1	$6			https://www.comics.org/issue/41999/	
Dark Horse Presents	4			Dark Horse		Standard comic		1	$6			https://www.comics.org/issue/42326/	
Dark Horse Presents	6			Dark Horse		Standard comic	9.4 Near Mint	1	$14			https://www.comics.org/issue/42683/	https://comicvine.gamespot.com/dark-horse-presents-6-trekker-roma-concrete-doc-ab/4000-27948/
Dark Horse Presents	8			Dark Horse		Standard comic	9.4 Near Mint	1	$14			https://www.comics.org/issue/42915/	
Dark Horse Presents	10			Dark Horse		Standard comic	9.4 Near Mint	1	$14			https://www.comics.org/issue/43283/	
Dark Horse Presents	11			Dark Horse		Standard comic	9.4 Near Mint	1	$14			https://www.comics.org/issue/43411/	
Dark Horse Presents	12			Dark Horse		Standard comic	9.4 Near Mint	2	$28			https://www.comics.org/issue/43534/	
Dark Horse Presents	18			Dark Horse		Standard comic	9.4 Near Mint	1	$14			https://www.comics.org/issue/44518/	
Dark Horse Presents	22			Dark Horse		Standard comic	9.4 Near Mint	1	$14			https://www.comics.org/issue/44902/	
Dark Horse Presents	28			Dark Horse		Standard comic	9.4 Near Mint	1	$14			https://www.comics.org/issue/45937/	
Dark Horse Presents	32			Dark Horse		Standard comic		1	$4			https://www.comics.org/issue/46421/	
Dark Horse Presents	38			Dark Horse		Standard comic		1	$3			https://www.comics.org/issue/47763/	
Dark Horse Presents	66			Dark Horse		Standard comic	9.4 Near Mint	1	$14			https://www.comics.org/issue/51849/	
Dark Horse Presents Vol 2	18			Dark Horse		Standard comic		1	$3			https://www.comics.org/issue/1034723/	
Dark Mansion of Forbidden Love	1		1971	DC		Standard comic	4.0 Very Good	1	$36			http://my.comics.org/issue/24467/	
Dark Mansion of Forbidden Love	4			DC		Standard comic	6.0 Fine	1	$27			http://my.comics.org/issue/24920/	
Darklon	1			Pacific		Standard comic		1	$4			http://my.comics.org/issue/37977/	
Date with Debbi	18			DC		Standard comic	2.0 Good	1	$3				
Davy Crockett	2		1955	Charlton	Western	Standard comic	1.0 Fair	1	$3			http://my.comics.org/issue/12406/	
DC Comics Presents	26			DC		Standard comic	9.0 Very Fine/Near Mint	1	$48			http://my.comics.org/issue/34737/	
DC Comics Presents	79			DC		Standard comic	8.0 Very Fine	1	$3			https://my.comics.org/issue/39747/?issue_detail=	
DC Sampler	1			DC		Standard comic		1	$0				
DC Sampler	2			DC		Standard comic		1	$0				
DC Sampler	3			DC		Standard comic		1	$0				
DC Special	11		1971	DC	Horror	Standard comic	4.5 Very Good +	1	$12			http://my.comics.org/issue/24077/	
DC Special	14		1971			Standard comic	4.0 Very Good	1	$8			http://my.comics.org/issue/24468/	
DC Special Series	2		1977	DC		Standard comic	4.5 Very Good +	1	$5			https://www.comics.org/issue/30581/	
DC Special Series	3			DC		Standard comic	4.5 Very Good +	1	$5			https://www.comics.org/issue/30585/?issue_detail=	
DC Super-stars	4			DC	Science Fiction	Standard comic	4.5 Very Good +	1	$5				
DC Super-stars	5			DC		Standard comic	2.0 Good	1	$2				
DC Super-stars	14			DC		Standard comic	4.0 Very Good	1	$4				
DC Super-stars	16			DC	Science Fiction	Standard comic	3.0 Good/Very Good	1	$3				
DCU Brave New World	1			DC	Superhero	Standard comic	9.4 Near Mint	1	$3				
Deadly Hands of Kung Fu	10			Marvel		Magazine	2.0 Good	1	$3			https://www.comics.org/issue/28345/	
Deadly Hands of Kung Fu	19			Marvel		Standard comic	2.0 Good	1	$3				
Deadman	1			DC	Superhero	Standard comic		1	$3			http://my.comics.org/issue/41169/	
Death Rattle	1		1995	Kitchen Sink Press	Horror	Standard comic	9.4 Near Mint	1	$4			http://my.comics.org/issue/56271/	
Death Rattle	2		1985	Kitchen Sink Press	Horror	Standard comic	9.4 Near Mint	1	$5			http://my.comics.org/issue/40803/	
Death Rattle	3			Kitchen Sink Press	Horror	Standard comic	9.4 Near Mint	1	$5			http://my.comics.org/issue/41135/	
Death Rattle	4			Kitchen Sink Press	Horror	Standard comic	9.4 Near Mint	1	$5			http://my.comics.org/issue/41339/	
Death Rattle	5			Kitchen Sink Press	Horror	Standard comic	9.4 Near Mint	1	$5			http://my.comics.org/issue/41544/	
Death Rattle	6			Kitchen Sink Press	Horror	Standard comic	9.4 Near Mint	1	$5			http://my.comics.org/issue/40803/	
Death Rattle	7			Kitchen Sink Press	Horror	Standard comic	9.4 Near Mint	1	$5			http://my.comics.org/issue/40803/	
Death Rattle	10			Kitchen Sink Press	Horror	Standard comic	9.4 Near Mint	1	$5			http://my.comics.org/issue/40803/	
Death Rattle	12			Kitchen Sink Press	Horror	Standard comic	9.4 Near Mint	1	$5			http://my.comics.org/issue/40803/	
Death Rattle	66			Dark Horse		Standard comic	9.4 Near Mint	1	$14				
Dell Giant Comics Donald Duck Beach Party	3	July	1956	Dell		Standard comic	1.0 Fair	1	$5			https://my.comics.org/issue/12900/	
Dell Giant Comics Lone Ranger Western Treasury	1		1953	Dell		Standard comic	0.5 Poor	1	$0		no coverOrigin Lone Ranger	https://my.comics.org/issue/273691/	
Dell Giant Comics Marge's Lulu and Tubby Halloween Fun	2		1957	Dell		Standard comic	2.0 Good	1	$13			https://my.comics.org/issue/297530/	
Dell Giant Comics Mickey Mouse in Frontierland	1		1956	Dell		Standard comic	2.0 Good	1	$13			https://my.comics.org/issue/12784/	
Dell Giant Comics Silly Symphonies	8		1958	Dell		Standard comic	1.0 Fair	1	$7			https://my.comics.org/issue/14216/	
Dell Giant Comics Tom and Jerry Winter Fun	7		1954	Dell		Standard comic	1.0 Fair	1	$4			https://my.comics.org/issue/14059/	
Dell Giant Comics Western Roundup	5		1954	Dell		Standard comic	0.5 Poor	1	$0		no coverpages missing	http://my.comics.org/issue/295760/	
Dell Giant Comics Woody Woodpecker Back to School	2		1952	Dell		Standard comic	0.5 Poor	1	$0		no cover	http://my.comics.org/issue/10982/	
Dell Giants	22			Dell		Standard comic	4.5 Very Good +	1	$22			http://my.comics.org/issue/15280/	
Dell Giants	33		1960	Dell		Standard comic	2.0 Good	1	$9			https://my.comics.org/issue/15745/	
Dell Giants	35		1960	Dell		Standard comic	2.0 Good	1	$12		1st April May & June	http://my.comics.org/issue/15843/	
Dell Giants	39		1959	Dell		Standard comic	0.5 Poor	1	$12		no back cover	http://my.comics.org/issue/16002/	
Dell Junior Treasury	7			Dell		Standard comic	2.0 Good	1	$6			http://my.comics.org/issue/201456/	
Demon	4		1972	DC		Standard comic	4.0 Very Good	1	$8			http://my.comics.org/issue/25693/	
Demon	12		1972	DC	Superhero	Standard comic	2.0 Good	1	$3			http://my.comics.org/issue/26597/	
Dennis the Menace	2			Marvel		Standard comic	4.0 Very Good	1	$2				
Dennis the Menace	5		1954	Pines		Standard comic	0.5 Poor	1	$0		no cover	http://my.comics.org/issue/132112/	
Dennis the Menace	6			Marvel		Standard comic	4.0 Very Good	1	$2				
Dennis the Menace	9			Marvel		Standard comic	4.0 Very Good	1	$2				
Dennis the Menace	11			Marvel		Standard comic	4.0 Very Good	1	$2				
Dennis the Menace	12	Sept.	1955	Pines		Standard comic	0.5 Poor	1	$0		no cover	https://my.comics.org/issue/132119/?issue_detail=	
Dennis the Menace	16	May	1956	Pines	Humor	Standard comic	2.0 Good	1	$14			http://my.comics.org/issue/132123/	
Dennis the Menace	19	November	1956	Pines	Humor	Standard comic	2.0 Good	1	$14			http://my.comics.org/issue/132126/	
Dennis the Menace	24	September	1957	Pines	Humor	Standard comic	2.0 Good	1	$10			http://my.comics.org/issue/132131/	
Dennis the Menace	35	may	1959	Fawcett	Humor	Standard comic	2.0 Good	1	$8			http://my.comics.org/issue/132142/	
Dennis the Menace	36	July	1959	Fawcett	Humor	Standard comic	2.0 Good	1	$8			http://my.comics.org/issue/132143/	
Dennis the Menace	37	Aug.	1959	Fawcett	Humor	Standard comic	2.0 Good	1	$8			http://my.comics.org/issue/132144/	
Dennis the Menace	40	Jan.	1960	Fawcett	Humor	Standard comic	2.0 Good	1	$8			http://my.comics.org/issue/132147/	
Dennis the Menace	41	March	1960	Fawcett	Humor	Standard comic	2.0 Good	1	$4			http://my.comics.org/issue/132148/	
Dennis the Menace	44	Aug.	1960	Fawcett	Humor	Standard comic	4.0 Very Good	1	$4			http://my.comics.org/issue/132151/	
Dennis the Menace	66	may	1963	Fawcett		Standard comic	4.0 Very Good	1	$6			https://my.comics.org/issue/132173/?issue_detail=	
Dennis the Menace	71	March	1964	Fawcett		Standard comic	4.0 Very Good	1	$6			https://my.comics.org/issue/132178/?issue_detail=	
Dennis the Menace	72	may	1964	Fawcett		Standard comic	2.0 Good	1	$6			https://my.comics.org/issue/132179/?issue_detail=	
Dennis the Menace	73	July	1964	Fawcett		Standard comic	1.0 Fair	1	$6			https://my.comics.org/issue/132180/?issue_detail=	
Dennis the Menace	80			Fawcett		Standard comic	2.0 Good	1	$3				
Dennis the Menace	92			Fawcett		Standard comic	6.0 Fine	1	$6				
Dennis the Menace	97			Fawcett	Humor	Standard comic	2.0 Good	1	$2			http://my.comics.org/issue/132204/	
Dennis the Menace	102			Fawcett		Standard comic	2.0 Good	1	$2				
Dennis the Menace	148			Fawcett		Standard comic	2.0 Good	1	$1				
Dennis the Menace	149			Fawcett		Standard comic	2.0 Good	1	$1				
Dennis the Menace	151			Fawcett		Standard comic	2.0 Good	1	$1				
Dennis the Menace	154			Fawcett		Standard comic	2.0 Good	1	$1				
Dennis the Menace	156			Fawcett		Standard comic	2.0 Good	1	$1				
Dennis the Menace and Dirt			1959	Fawcett		Standard comic	4.0 Very Good	1	$6				
Dennis the Menace and his Friends	19			Fawcett		Standard comic	2.0 Good	1	$1				
Dennis the Menace and His Friends	24			Fawcett	Humor	Standard comic	6.0 Fine	1	$30			https://my.comics.org/issue/132496/	
Dennis the Menace and his Friends	33			Fawcett		Standard comic	2.0 Good	1	$1			https://my.comics.org/issue/132496/	
Dennis the Menace and his Friends	34			Fawcett		Standard comic	2.0 Good	1	$1			http://my.comics.org/issue/132497/cover/4/	
Dennis the Menace Big Bonus Series	10			Fawcett		Standard comic	2.0 Good	1	$2			https://my.comics.org/issue/264253/	
Dennis the Menace Bonus Magazine	93			Fawcett		Standard comic	1.0 Fair	1	$1			https://my.comics.org/issue/132366/	
Dennis the Menace Bonus Magazine	101			Fawcett		Standard comic	1.0 Fair	1	$1			https://my.comics.org/issue/132374/	
