Title	Issue #	Month	Year	Publisher	Genre	Format	Condition	# of Copies	Value	Notes 1	Notes 2	GCD URL	CV URL
100-Page Super Spectacular	18			DC		Standard comic	0.5 Poor	1	$0		no cover	http://my.comics.org/issue/26385/	https://comicvine.gamespot.com/dc-100-page-super-spectacular-18-superman/4000-353903/
20,000 Leagues Under the Sea	614		1955	Dell		Standard comic	2.0 Good	1	$8		Four Color	http://my.comics.org/issue/12145/	
3-D Three Stooges	2			Eclipse	3-D	Standard comic	9.2 Near Mint �	1	$5			http://my.comics.org/issue/256306/	
Acme Novelty Library	1		1993	Fantagraphics		Standard comic	9.4 Near Mint	1	$4		2nd printing	http://my.comics.org/issue/69101/	
Acme Novelty Library	2		1994	Fantagraphics		Standard comic	9.4 Near Mint	1	$6			http://my.comics.org/issue/69102/	
Acme Novelty Library	3		1994	Fantagraphics		Standard comic	9.4 Near Mint	3	$18			http://my.comics.org/issue/69103/	
Acme Novelty Library	5		1995	Fantagraphics		Standard comic	9.4 Near Mint	1	$5			http://my.comics.org/issue/69105/	
Acme Novelty Library	6		1995	Fantagraphics		Standard comic	9.4 Near Mint	1	$5			http://my.comics.org/issue/69106/	
Acme Novelty Library	7		1996	Fantagraphics		Standard comic	9.4 Near Mint	1	$5			http://my.comics.org/issue/69107/	
Acme Novelty Library	10		1998	Fantagraphics		Standard comic	9.4 Near Mint	1	$5			http://my.comics.org/issue/69110/	
Acme Novelty Library	11		1998	Fantagraphics		Standard comic	9.4 Near Mint	1	$5			http://my.comics.org/issue/69111/	
Acme Novelty Library	12		1999	Fantagraphics		Standard comic	9.4 Near Mint	2	$10			http://my.comics.org/issue/69112/	
Acme Novelty Library	14		2000	Fantagraphics		Standard comic	9.4 Near Mint	1	$5			http://my.comics.org/issue/69114/	
Action Comics	312			DC		Standard comic	2.0 Good	1	$9			https://my.comics.org/issue/18356/	
Action Comics	326			DC		Standard comic	2.0 Good	1	$7		ink spots on cover	https://my.comics.org/issue/19271/	
Action Comics	328			DC		Standard comic	2.0 Good	1	$7			https://my.comics.org/issue/19421/	
Action Comics	330			DC		Standard comic	2.0 Good	1	$7			https://my.comics.org/issue/19576/	
Action Comics	337			DC		Standard comic	2.0 Good	1	$7			https://my.comics.org/issue/20016/	
Action Comics	345			DC		Standard comic	2.0 Good	1	$6			https://my.comics.org/issue/20648/	
Action Comics	396		1971	DC	Superhero	Standard comic	4.5 Very Good +	1	$7			http://my.comics.org/issue/23948/	
Action Comics	397		1971	DC	Superhero	Standard comic	4.5 Very Good +	1	$7			http://my.comics.org/issue/24014/	
Action Comics	434		1974	DC	Superhero	Standard comic	6.0 Fine	1	$6			http://my.comics.org/issue/27289/	
Action Comics	438		1974	DC	Superhero	Standard comic	6.0 Fine	1	$0			http://my.comics.org/issue/27289/	
Action Comics	501			DC		Standard comic	6.0 Fine	1	$1			https://my.comics.org/issue/33813/	
Action Comics	504			DC		Standard comic	6.0 Fine	1	$4			https://my.comics.org/issue/34090/	
Action Comics	505			DC		Standard comic	6.0 Fine	1	$4			https://my.comics.org/issue/34177/	
Action Comics	584			DC		Standard comic	9.2 Near Mint �	1	$6			https://my.comics.org/issue/42327/	
Adventure Comics	244		1958	DC		Standard comic	0.5 Poor	1	$0		no cover	http://my.comics.org/issue/14207/	
Adventure Comics	251			DC		Standard comic	0.5 Poor	1	$0		no cover	http://my.comics.org/issue/14539/	
Adventure Comics	268		1960	DC	Superhero	Standard comic	3.0 Good/Very Good	1	$40			http://my.comics.org/issue/15471/	
Adventure Comics	271			DC		Standard comic	0.5 Poor	1	$0		no cover	http://my.comics.org/issue/15604/	
Adventure Comics	336	Sept.	1965	DC		Standard comic	0.5 Poor	1	$2		partial cover	https://my.comics.org/issue/19407/	
Adventure Comics	402			DC		Standard comic	4.0 Very Good	1	$6			http://my.comics.org/issue/24056/	
Adventure Comics	425			DC		Standard comic	4.5 Very Good +	1	$7			http://my.comics.org/issue/25691/	
Adventure Comics	426		1973	DC		Standard comic	4.0 Very Good	1	$4			http://my.comics.org/issue/25958/	
Adventure Comics	427	December	1972	DC		Standard comic	4.0 Very Good	1	$4			http://my.comics.org/issue/26163/	
Adventure Comics	428			DC		Standard comic	8.0 Very Fine	1	$37			http://my.comics.org/issue/26465/	
Adventure Comics	430		1973	DC	Superhero	Standard comic	8.0 Very Fine	1	$21			http://my.comics.org/issue/26912/	
Adventure Comics	431		1974	DC	Superhero	Standard comic	8.5 Very Fine +	1	$41			http://my.comics.org/issue/27119/	
Adventure Comics	432		1974	DC	Superhero	Standard comic	8.0 Very Fine	1	$22			http://my.comics.org/issue/27269/	
Adventure Comics	433		1974	DC	Superhero	Standard comic	8.0 Very Fine	1	$22			http://my.comics.org/issue/27422/	
Adventure Comics	435			DC		Standard comic	4.5 Very Good +	1	$10			https://my.comics.org/issue/27774/	
Adventure Comics	438			DC		Standard comic	2.0 Good	1	$2			https://my.comics.org/issue/28388/	
Adventure Comics	439			DC		Standard comic	2.0 Good	1	$2			https://my.comics.org/issue/28594/	
Adventures into the Unknown	84			ACG		Standard comic	4.0 Very Good	1	$12			https://my.comics.org/issue/13502/	
Adventures into the Unknown	113			ACG		Standard comic	5.0 Very Good/Fine	1	$12			https://my.comics.org/issue/15433/	
Adventures into the Unknown	114		1960	ACG		Standard comic	5.0 Very Good/Fine	1	$5		Andrade bros classic	https://my.comics.org/issue/15481/	
Adventures into the Unknown	119			ACG		Standard comic	4.0 Very Good	1	$10			https://my.comics.org/issue/15791/?issue_detail=	
Adventures into the Unknown	120		1960	ACG		Standard comic	6.0 Fine	1	$15			https://www.comics.org/issue/15844/	
Adventures into the Unknown	123			ACG		Standard comic	2.0 Good	1	$5			https://my.comics.org/issue/16122/	
Adventures into the Unknown	124			ACG		Standard comic	4.0 Very Good	1	$10			https://my.comics.org/issue/16171/	
Adventures into the Unknown	127	Sept.	1961	ACG		Standard comic	4.0 Very Good	1	$10			https://my.comics.org/issue/16407/	
Adventures into the Unknown	129			ACG		Standard comic	6.0 Fine	1	$12			https://my.comics.org/issue/16597/	
Adventures into the Unknown	133			ACG		Standard comic	2.0 Good	1	$4			https://my.comics.org/issue/16950/?	
Adventures into the Unknown	134			ACG		Standard comic	2.0 Good	1	$4			https://my.comics.org/issue/17063/	
Adventures into the Unknown	136		1962	ACG		Standard comic	2.0 Good	1	$4			https://my.comics.org/issue/17169/?	
Adventures into the Unknown	138		1963	ACG		Standard comic	2.0 Good	1	$4			https://my.comics.org/issue/17477/	
Adventures into the Unknown	140		1963	ACG		Standard comic	6.0 Fine	1	$12			https://my.comics.org/issue/17583/	
Adventures into the Unknown	143			ACG		Standard comic	2.0 Good	1	$4			https://my.comics.org/issue/17850/	
Adventures into the Unknown	144		1963	ACG		Standard comic	4.0 Very Good	1	$8			https://my.comics.org/issue/17907/	
Adventures into the Unknown	146	Feb.	1964	ACG		Standard comic	2.0 Good	1	$4			https://my.comics.org/issue/18204/	
Adventures into the Unknown	147		1964	ACG		Standard comic	4.0 Very Good	1	$8			https://my.comics.org/issue/18253/	
Adventures into the Unknown	148		1964	ACG		Standard comic	4.0 Very Good	1	$8			https://my.comics.org/issue/18304/	
Adventures into the Unknown	149		1964	ACG		Standard comic	4.0 Very Good	1	$8			https://my.comics.org/issue/18406/	
Adventures into the Unknown	152		1964	ACG		Standard comic	4.0 Very Good	1	$8			https://my.comics.org/issue/18715/?	
Adventures into the Unknown	153			ACG		Standard comic	4.5 Very Good +	1	$10			http://my.comics.org/issue/18772/	
Adventures into the Unknown	154			ACG		Standard comic	2.0 Good	2	$10			http://my.comics.org/issue/18926/	
Adventures into the Unknown	155			ACG		Standard comic	6.0 Fine	1	$12			https://my.comics.org/issue/18992/	
Adventures into the Unknown	156	April	1965	ACG		Standard comic	2.0 Good	1	$4			https://my.comics.org/issue/19061/	
Adventures into the Unknown	163			ACG		Standard comic	2.0 Good	1	$4			https://my.comics.org/issue/19866/?	
Adventures into the Unknown	168			ACG		Standard comic	2.0 Good	1	$4			https://my.comics.org/issue/20384/?	
Adventures into the Unknown	169			ACG		Standard comic	6.0 Fine	1	$12			https://my.comics.org/issue/20543/	
Adventures into the Unknown	171	March	1967	ACG		Standard comic	6.0 Fine	1	$12			https://my.comics.org/issue/20779/?	
Adventures into the Unknown	172	April	1967	ACG		Standard comic	4.0 Very Good	1	$8			https://my.comics.org/issue/20868/	
Adventures into the Unknown	173			ACG		Standard comic	8.0 Very Fine	1	$23			https://my.comics.org/issue/21011/	
Adventures of Crystal Night	1		1980	Kitchen Sink Press	Underground	Standard comic	6.5 Fine +	1	$5		Arbitrary value assigned (not in price guide)	http://my.comics.org/issue/270874/	
Adventures of Jerry Lewis	83			DC		Standard comic	2.0 Good	1	$6				
Adventures of Jerry Lewis	115			DC		Standard comic	2.0 Good	1	$4				
Adventures of Mighty Mouse	151			Dell		Standard comic	1.0 Fair	1	$2				
Adventures of Mighty Mouse	172			Gold Key		Standard comic	4.0 Very Good	1	$2			http://my.comics.org/issue/292567/	
Adventures of Robin Hood	5		1974	Gold Key		Standard comic	2.0 Good	1					
Adventures of Superman	424	Jan.	1987	DC		Standard comic	9.2 Near Mint �	2	$6			https://my.comics.org/issue/42328/	
Adventures of Superman	426	March	1987	DC		Standard comic	9.2 Near Mint �	1	$3			https://my.comics.org/issue/42564/	
Adventures of the Fly	13	july	1961	Archie		Standard comic	2.0 Good	1	$8			http://my.comics.org/issue/16315/	
Adventures of the Fly	30			Archie		Standard comic	2.0 Good	1	$6			http://my.comics.org/issue/18644/	
Adventures of the Jaguar	1			Archie		Standard comic	4.0 Very Good	2	$84			http://my.comics.org/issue/16412/	
Adventures of the Jaguar	3	Nov.	1961	Archie		Standard comic	6.0 Fine	1	$33			https://my.comics.org/issue/16523/	
Adventures of the Jaguar	7			Archie		Standard comic	4.0 Very Good	1	$16			http://my.comics.org/issue/17008/	
Adventures of the Jaguar	9			Archie		Standard comic	7.0 Fine/Very Fine	1	$40			http://my.comics.org/issue/17173/	
Adventures of the Jaguar	10			Archie		Standard comic	4.5 Very Good +	1	$20			http://my.comics.org/issue/17225/	
Adventures of the Jaguar	14		1963	Archie		Standard comic	4.0 Very Good	1	$14			http://my.comics.org/issue/17911/	
Air Ace	v3 #6	Oct.	1946	Street and Smith		Standard comic	8.0 Very Fine	1	$80			http://my.comics.org/issue/205728/	
Airboy	1			Eclipse		Standard comic	9.4 Near Mint	2	$8				
Airboy	5			Eclipse		Standard comic	9.0 Very Fine/Near Mint	1	$6	Stevens c			
Airboy	v4 #9		1947	Hillman	Adventure		8.0 Very Fine	1	$165	Kirby/Simon a	Cosmic Aeroplane pedigreeCGC candidate.	http://my.comics.org/issue/6208/	http://comicbookplus.com/?dlid=17359
Airboy	v5 #2	March	1948	Hillman	Adventure	Standard comic	Very Fine	1	$112		Cosmic Aeroplane pedigreecgC candidate.	http://my.comics.org/issue/6575/	
Airboy	v5 #5	June	1948	Hillman	Adventure	Standard comic	Very Fine	1	$126		Cosmic Aeroplane pedigreecgC candidate.	http://my.comics.org/issue/6780/	
Airboy	v6 #8	September		Hillman	Adventure	Standard comic	6.0 Fine	1	$54			http://my.comics.org/issue/7797/	http://comicbookplus.com/?dlid=15270
Akira	1		1988	Marvel		Standard comic	9.4 Near Mint	1	$25				
Albedo	9			Thoughts & Images		Standard comic	8.0 Very Fine	1	$7			https://my.comics.org/issue/42895/	
Alien Encounters	1			Eclipse	Science Fiction	Standard comic	9.4 Near Mint	1	$4				
Alien Encounters	2			Eclipse	Science Fiction	Standard comic	9.4 Near Mint	1	$4			https://www.comics.org/issue/40356/	
Alien Encounters	4			Eclipse	Science Fiction	Standard comic	9.2 Near Mint �	1	$4			http://my.comics.org/issue/40811/	
Alien Encounters	5			Eclipse	Science Fiction	Standard comic	9.4 Near Mint	1	$4				
Alien Encounters	6		1986	Eclipse	Science Fiction	Standard comic	9.2 Near Mint �	1	$4			http://my.comics.org/issue/41346/	
Alien Encounters	7			Eclipse	Science Fiction	Standard comic	9.4 Near Mint	1	$4			http://my.comics.org/issue/41553/	
Alien Encounters	8			Eclipse	Science Fiction	Standard comic	9.4 Near Mint	1	$4			http://my.comics.org/issue/41765/	
Alien Encounters	9	April	1986	Eclipse	Science Fiction	Standard comic	9.2 Near Mint �	1	$4			http://my.comics.org/issue/41977/	
Alien Worlds	1		1982	Pacific	Science Fiction	Standard comic	9.4 Near Mint	2	$12			http://my.comics.org/issue/36939/	
Alien Worlds	4	February	1984	Pacific	Science Fiction	Standard comic	9.4 Near Mint	1	$6			http://my.comics.org/issue/37789/	
Alien Worlds	5			Pacific	Science Fiction	Standard comic	9.4 Near Mint	1	$4			http://my.comics.org/issue/38080/	
Alien Worlds	6		1984	Pacific	Science Fiction	Standard comic	9.4 Near Mint	1	$4			http://my.comics.org/issue/38345/	
Alien Worlds	7		1984	Pacific	Science Fiction	Standard comic	9.4 Near Mint	1	$4			http://my.comics.org/issue/38580/	
Alien Worlds	8			Eclipse	Science Fiction	Standard comic	9.4 Near Mint	1	$7			http://my.comics.org/issue/39279/	
Alien Worlds	9			Eclipse	Science Fiction	Standard comic	9.4 Near Mint	1	$7			http://my.comics.org/issue/39571/	
Aliens vs. Predator	1			Dark Horse		Standard comic	6.5 Fine +	1	$4		first printing		
All American Men of War	36		1956	DC		Standard comic	4.0 Very Good	1	$46			https://my.comics.org/issue/12984/	
All American Men of War	37	Sept.	1956	DC		Standard comic	2.0 Good	1	$23			https://my.comics.org/issue/13031/	
All American Men of War	39		1956	DC		Standard comic	3.0 Good/Very Good	1	$45		1st Easy Company?	https://my.comics.org/issue/13148/	
All American Men of War	40			DC		Standard comic	4.0 Very Good	1	$46			https://my.comics.org/issue/13199/	
All American Men of War	54			DC		Standard comic	3.0 Good/Very Good	1	$24			https://www.comics.org/issue/14220/	
All American Men of War	113			DC		Standard comic	2.0 Good	1	$6			https://www.comics.org/issue/19744/	
All American Men of War	114		1966	DC		Standard comic	2.0 Good	1	$6			https://www.comics.org/issue/19950/	
All American Men of War	116			DC		Standard comic	2.0 Good	1	$6			https://www.comics.org/issue/20228/	
All Humor Comics	5			Quality		Standard comic	4.0 Very Good	1	$18			http://my.comics.org/issue/233319/	
All Star Comics	58			DC		Standard comic	6.0 Fine	1	$18			https://my.comics.org/issue/29422/	
All Star Squadron	33			DC		Standard comic	9.2 Near Mint �	1	$4			https://my.comics.org/issue/38615/?	
All Surprise Comics	1		1943	Marvel	Humor	Standard comic	3.0 Good/Very Good	1	$60			http://my.comics.org/issue/75606/	
All-Atomic Comics	1			Educomics	Underground	Standard comic		1	$3		not original 1976 one (1.25 cover)Arbitrary value assigned (not in price guide)	http://my.comics.org/issue/405054/	
All-Star Western	3		1970	DC	Western	Standard comic	8.0 Very Fine	1	$30			http://my.comics.org/issue/23871/	
All-Star Western	4		1970	DC	Western	Standard comic	8.5 Very Fine +	1	$21			http://my.comics.org/issue/24015/	
All-Star Western	6		1970	DC	Western	Standard comic	9.0 Very Fine/Near Mint	1	$25			http://my.comics.org/issue/24269/	
All-Star Western	7		1970	DC	Western	Standard comic	6.5 Fine +	1	$15			http://my.comics.org/issue/24397/	
All-Star Western	9		1970	DC	Western	Standard comic	6.5 Fine +	1	$15			http://my.comics.org/issue/24679/	
Alpha Flight	1			Marvel		Standard comic	9.4 Near Mint	1	$4			http://my.comics.org/issue/37674/	
Amazing Adventures	1			Marvel		Standard comic	6.0 Fine	1	$21			http://my.comics.org/issue/23644/	
Amazing Adventures	2			Marvel		Standard comic	6.0 Fine	1	$12			http://my.comics.org/issue/23710/	
Amazing Adventures	3			Marvel		Standard comic	6.0 Fine	1	$12			http://my.comics.org/issue/23829/	
Amazing Adventures	7			Marvel		Standard comic	6.0 Fine	1	$15			http://my.comics.org/issue/24354/	
Amazing High Adventure	1			Marvel		Standard comic	9.4 Near Mint	1	$4			http://my.comics.org/issue/39022/	
Amazing High Adventure	2			Marvel		Standard comic	9.4 Near Mint	1	$4			http://my.comics.org/issue/40455/	
Amazing High Adventure	4			Marvel		Standard comic	9.4 Near Mint	1	$4			http://my.comics.org/issue/42090/	
Amazing Spider-Man	25			Marvel	Superhero	Standard comic	6.0 Fine	1	$0		?? which issue #		
Amazing Spider-Man	32			Marvel	Superhero	Standard comic	2.0 Good	1	$15		Andrade bros classicnot quite good	http://my.comics.org/issue/19770/	
Amazing Spider-Man	43	December	1966	Marvel	Superhero	Standard comic	0.5 Poor	1	$10		no cover	http://my.comics.org/issue/20595/	
Amazing Spider-Man	53		1967	Marvel	Superhero	Standard comic	1.0 Fair	1	$6			http://my.comics.org/issue/21361/	
Amazing Spider-Man	54	Nov.	1967	Marvel	Superhero	Standard comic	1.0 Fair	1	$6			http://my.comics.org/issue/21443/	
Amazing Spider-Man	66			Marvel	Superhero	Standard comic	2.0 Good	1	$10			http://my.comics.org/issue/22322/	
Amazing Spider-Man	67			Marvel	Superhero	Standard comic	4.0 Very Good	1	$20			http://my.comics.org/issue/22393/	
Amazing Spider-Man	68			Marvel	Superhero	Standard comic	4.5 Very Good +	1	$20			http://my.comics.org/issue/22461/	
Amazing Spider-Man	69	December	1968	Marvel	Superhero	Standard comic	2.0 Good	1	$10			http://my.comics.org/issue/22524/	
Amazing Spider-Man	70	December	1968	Marvel	Superhero	Standard comic	2.0 Good	1	$10			http://my.comics.org/issue/22588/	
Amazing Spider-Man	72			Marvel	Superhero	Standard comic	4.0 Very Good	1	$20			http://my.comics.org/issue/22716/	
Amazing Spider-Man	93			Marvel	Superhero	Standard comic	2.0 Good	1	$9			http://my.comics.org/issue/24037/	
Amazing Spider-Man	135			Marvel	Superhero	Standard comic	2.0 Good	1	$9			http://my.comics.org/issue/27632/	
Amazing Spider-Man	138			Marvel	Superhero	Standard comic	2.0 Good	1	$4			http://my.comics.org/issue/27919/	
Amazing Spider-Man	140			Marvel	Superhero	Standard comic	2.0 Good	1	$4			http://my.comics.org/issue/27919/	
Amazing Spider-Man	142			Marvel	Superhero	Standard comic	4.0 Very Good	1	$8			http://my.comics.org/issue/28339/	
Amazing Spider-Man	143			Marvel	Superhero	Standard comic	2.0 Good	1	$4			http://my.comics.org/issue/28447/	
Amazing Spider-Man	145			Marvel	Superhero	Standard comic	2.0 Good	1	$4			http://my.comics.org/issue/28654/	
Amazing Spider-Man	149			Marvel	Superhero	Standard comic	4.5 Very Good +	1	$16			http://my.comics.org/issue/28654/	
Amazing Spider-Man	154			Marvel	Superhero	Standard comic	2.0 Good	1	$3			http://my.comics.org/issue/29639/	
Amazing Spider-Man	155			Marvel	Superhero	Standard comic	2.0 Good	1	$3			http://my.comics.org/issue/29734/	
Amazing Spider-Man	159			Marvel	Superhero	Standard comic	2.0 Good	1	$3			https://my.comics.org/issue/30102/?issue_detail=	
Amazing Spider-Man	166			Marvel	Superhero	Standard comic	2.0 Good	1	$3			http://my.comics.org/issue/30841/	
Amazing Spider-Man	167			Marvel	Superhero	Standard comic	2.0 Good	1	$3			http://my.comics.org/issue/30932/	
Amazing Spider-Man	173			Marvel	Superhero	Standard comic	2.0 Good	1	$3			http://my.comics.org/issue/31532/	
Amazing Spider-Man	174			Marvel	Superhero	Standard comic	2.0 Good	1	$3			http://my.comics.org/issue/31631/	
Amazing Spider-Man	186			Marvel	Superhero	Standard comic	2.0 Good	1	$3			http://my.comics.org/issue/31631/	
Amazing Spider-Man	191			Marvel	Superhero	Standard comic	2.0 Good	1	$2				
Amazing Spider-Man	211			Marvel	Superhero	Standard comic	6.0 Fine	1	$6				
Amazing Spider-Man	252		1984	Marvel	Superhero	Standard comic	8.5 Very Fine +	1	$32		Newsstand edition!	https://www.comics.org/issue/1440822/	
Amazing Spider-Man	257			Marvel	Superhero	Standard comic	9.4 Near Mint	1	$9				
Amazing Spider-Man	259			Marvel	Superhero	Standard comic	9.4 Near Mint	1	$14				
Amazing Spider-Man	260			Marvel	Superhero	Standard comic	9.4 Near Mint	1	$11				
Amazing Spider-Man	262			Marvel	Superhero	Standard comic	9.4 Near Mint	1	$9				
Amazing Spider-Man King-Size	9		1973	Marvel	Superhero	Standard comic	3.0 Good/Very Good	1	$7				
America vs. the Justice Society	1			DC		Standard comic	9.0 Very Fine/Near Mint	1	$8				
America vs. the Justice Society	2			DC		Standard comic	9.0 Very Fine/Near Mint	1	$6				
America vs. the Justice Society	3			DC		Standard comic	9.0 Very Fine/Near Mint	1	$6				
America vs. the Justice Society	4			DC		Standard comic	9.0 Very Fine/Near Mint	1	$6				
American Flagg	1		1983	First		Standard comic	9.4 Near Mint	2	$8			http://my.comics.org/issue/37846/	
American Flagg	2		1983	First		Standard comic	9.4 Near Mint	1	$4			http://my.comics.org/issue/37934/	
American Flagg	4		1983	First		Standard comic	9.4 Near Mint	1	$3			http://my.comics.org/issue/38193/	
American Splendor	2		1977	Harvey Pekar		Magazine	7.0 Fine/Very Fine	1	$30		Arbitrary value assigned (not in price guide)	http://my.comics.org/issue/543134/	
Americomics	1			AC	Superhero	Standard comic	9.4 Near Mint	1	$6				
Amethyst	1			DC		Standard comic	9.2 Near Mint �	2	$4				
Amethyst	2			DC		Standard comic	9.2 Near Mint �	1	$2				
Amethyst	3			DC		Standard comic	9.2 Near Mint �	1	$2				
An Army of Principles			1976	Kitchen Sink Press	Underground	Standard comic	8.5 Very Fine +	1	$0			http://my.comics.org/issue/760404/	
Andy Panda	14			Whitman		Standard comic	1.0 Fair	1	$0		Andrade bros classic	http://my.comics.org/issue/231361/	
Andy Panda	17			Dell		Standard comic	2.0 Good	1	$4				
Andy Panda	20			Dell		Standard comic	2.0 Good	1	$4				
Andy Panda	37			Dell		Standard comic	2.0 Good	1	$4				
Andy Panda	52			Dell		Standard comic	2.0 Good	1	$4				
Animax	1			Marvel		Standard comic	9.4 Near Mint	1	$3				
Aquaman	18			DC		Standard comic	1.0 Fair	1	$4				
Aquaman	48			DC	Superhero	Standard comic	4.5 Very Good +	1	$15			http://my.comics.org/issue/23075/	
Aquaman	49			DC	Superhero	Standard comic	4.5 Very Good +	1	$15			http://my.comics.org/issue/23210/	
Arak	1			DC		Standard comic	9.2 Near Mint �	1	$3				
Archie	73			Archie		Standard comic	1.0 Fair	1	$4				
Archie	176	Sept.	1967	Archie	HumorTeen	Standard comic	4.0 Very Good	1	$2			https://my.comics.org/issue/105757/	
Archie	223			Archie		Standard comic	4.0 Very Good	1	$4				
Archie	270			Archie		Standard comic	6.0 Fine	1	$3				
Archie	273			Archie		Standard comic	6.0 Fine	1	$3				
Archie	290			Archie		Standard comic	4.0 Very Good	1	$2				
Archie	302			Archie		Standard comic	4.0 Very Good	1	$2				
Archie	314			Archie		Standard comic	4.0 Very Good	1	$2				
Archie	339			Archie		Standard comic	9.0 Very Fine/Near Mint	1	$4				
Archie	570			Archie		Standard comic	9.4 Near Mint	1	$2.50		SLC library	http://my.comics.org/issue/297812/	
Archie and Me	100			Archie		Standard comic	6.5 Fine +	1	$5				
Archie and Me	102			Archie		Standard comic	6.5 Fine +	1	$5				
Archie and Me	103			Archie		Standard comic	6.5 Fine +	1	$5				
Archie and Me	124			Archie		Standard comic	6.5 Fine +	1	$5				
Archie Annual	16			Archie		Standard comic	2.0 Good	1	$6				
Archie Annual Digest	31			Archie		Standard comic	2.0 Good	1	$2		Arbitrary value assigned (not in price guide)	http://my.comics.org/issue/248092/	
Archie at Riverdale High	34					Standard comic	2.0 Good	1	$2				
Archie at Riverdale High	39					Standard comic	2.0 Good	1	$2				
Archie at Riverdale High	40					Standard comic	2.0 Good	1	$2				
Archie at Riverdale High	52					Standard comic	2.0 Good	1	$2				
Archie at Riverdale High	73					Standard comic	2.0 Good	1	$2				
Archie at Riverdale High	77					Standard comic	2.0 Good	1	$2				
Archie at Riverdale High	86					Standard comic	2.0 Good	1	$2				
Archie Gets a Job				Spire Christian	Religious	Standard comic	8.0 Very Fine	2	$22				
Archie Giant Series Magazine	33			Archie		Standard comic	2.0 Good	1	$7				
Archie Giant Series Magazine	136			Archie		Standard comic	3.0 Good/Very Good	1	$11				
Archie Giant Series Magazine	137			Archie		Standard comic	1.0 Fair	1	$3				
Archie Giant Series Magazine	219			Archie		Standard comic	4.0 Very Good	1	$4				
Archie Giant Series Magazine	241			Archie		Standard comic	4.0 Very Good	1	$4				
Archie Giant Series Magazine	242			Archie		Standard comic	4.0 Very Good	1	$4				
Archie Giant Series Magazine	251			Archie		Standard comic	4.0 Very Good	1	$4				
Archie Giant Series Magazine	501			Archie		Standard comic	4.0 Very Good	1	$4				
Archie Giant Series Magazine	502			Archie		Standard comic	4.0 Very Good	1	$4				
Archie Giant Series Magazine	517			Archie		Standard comic	4.0 Very Good	1	$4				
Archie... Archie Andrews Where are You?	3			Archie		Standard comic	2.0 Good	1	$2			http://my.comics.org/issue/293813/	
Archie... Archie Andrews Where are You?	65			Archie		Standard comic	7.0 Fine/Very Fine	1	$2			http://my.comics.org/issue/293875/	
Archie's Clean Slate				Spire Christian	Religious	Standard comic	8.0 Very Fine	1	$11				
Archie's Double Digest	183			Archie		Standard comic	5.0 Very Good/Fine	1	$2				
Archie's Family Album				Spire Christian	Religious	Standard comic	8.0 Very Fine	1	$8				
Archie's Girls Betty and Veronica	68			Archie		Standard comic	2.0 Good	1	$9			https://www.comics.org/issue/222129/?issue_detail=	
Archie's Girls Betty and Veronica	92			Archie		Standard comic	2.0 Good	1	$6			https://www.comics.org/issue/222153/?issue_detail=	
Archie's Girls Betty and Veronica	102			Archie		Standard comic	2.0 Good	1	$6			https://www.comics.org/issue/222163/?issue_detail=	
Archie's Girls Betty and Veronica	110	Feb.	1965	Archie		Standard comic	2.0 Good	1	$6			https://www.comics.org/issue/222171/?issue_detail=	
Archie's Girls Betty and Veronica	201			Archie		Standard comic	1.0 Fair	1	$1				
Archie's Girls Betty and Veronica	281			Archie		Standard comic	8.0 Very Fine	1	$8				
Archie's Girls Betty and Veronica	300			Archie		Standard comic	8.0 Very Fine	1	$8				
Archie's Girls Betty and Veronica	311			Archie		Standard comic	2.0 Good	1	$2				
Archie's Joke Book Magazine	68			Archie		Standard comic	2.0 Good	1	$3				
Archie's Joke Book Magazine	69			Archie		Standard comic	2.0 Good	1	$3				
Archie's Joke Book Magazine	93			Archie		Standard comic	4.5 Very Good +	1	$7				
Archie's Joke Book Magazine	94			Archie		Standard comic	4.0 Very Good	1	$6				
Archie's Joke Book Magazine	217			Archie		Standard comic	6.0 Fine	1	$3				
Archie's Joke Book Magazine	237			Archie		Standard comic	6.0 Fine	1	$3				
Archie's Joke Book Magazine	243			Archie		Standard comic	6.0 Fine	1	$3				
Archie's Madhouse	25		1963	Archie		Standard comic	1.0 Fair	1	$4		1st Captain Sprocket	https://my.comics.org/issue/226160/	
Archie's Madhouse	26		1963	Archie		Standard comic	2.0 Good	1	$8			https://my.comics.org/issue/226161/	
Archie's Madhouse	27		1963	Archie		Standard comic	2.0 Good	1	$7			https://my.comics.org/issue/226162/	
Archie's Madhouse	28		1963	Archie		Standard comic	2.0 Good	1	$8			https://my.comics.org/issue/226163/	
Archie's Madhouse	43			Archie		Standard comic	6.5 Fine +	1	$12			https://my.comics.org/issue/226178/	
Archie's Pal, Jughead Annual	3			Archie		Standard comic	1.0 Fair	1	$15		would be G or VG but 1st page missing...		
Archie's Pals 'n' Gals	24			Archie		Standard comic	1.0 Fair	1	$3				
Archie's Pals 'n' Gals	29			Archie		Standard comic	2.0 Good	1	$9				
Archie's Pals 'n' Gals	114			Archie		Standard comic	2.0 Good	1	$2				
Archie's Pals 'n' Gals	133			Archie		Standard comic	7.0 Fine/Very Fine	1	$2				
Archie's Pals 'n' Gals	196			Archie		Standard comic	8.0 Very Fine	1	$2				
Archie's TV Laugh-Out	36					Standard comic	2.0 Good	1	$3				
Archie's TV Laugh-Out	40			Archie		Standard comic	2.0 Good	1	$3				
